zf_gene_id;zf11_gene;mouse_gene;zf10_gene
ENSDARG00000031216;ssu72;Ssu72;ssu72
ENSDARG00000028889;ndufb10;Ndufb10;ndufb10
ENSDARG00000014428;ppp2r5d;Ppp2r5d;ppp2r5d
ENSDARG00000043510;vamp4;Vamp4;vamp4
ENSDARG00000078195;fhit;Fhit;fhit
ENSDARG00000030408;rps26l;Rps26;rps26l
ENSDARG00000045156;rgs9b;Rgs9;rgs9b
ENSDARG00000009806;smfn;Rexo2;smfn
ENSDARG00000009950;edf1;Edf1;edf1
ENSDARG00000013044;ndufv2;Ndufv2;ndufv2
ENSDARG00000101915;pin1;Pin1;pin1
ENSDARG00000053656;lypla2;Lypla2;lypla2
ENSDARG00000030602;rps19;Rps19;rps19
ENSDARG00000042566;rps7;Rps7;rps7
ENSDARG00000002682;tbcela;Tbcel;tbcela
ENSDARG00000019302;mid1ip1b;Mid1ip1;mid1ip1b
ENSDARG00000056163;slc25a51a;Slc25a51;slc25a51a
ENSDARG00000057315;rwdd3;Rwdd3;rwdd3
ENSDARG00000086288;scg3;Scg3;scg3
ENSDARG00000011272;uqcc2;Uqcc2;uqcc2
ENSDARG00000044420;dnajc19;Dnajc19;dnajc19
ENSDARG00000098588;gchfr;Gchfr;gchfr
ENSDARG00000001953;pfkfb3;Pfkfb3;pfkfb3
ENSDARG00000014554;ppp1r3cb;Ppp1r3c;ppp1r3cb
ENSDARG00000027418;trappc4;Trappc4;trappc4
ENSDARG00000055475;rps27.2;Rps27;rps27.2
ENSDARG00000054334;dctpp1;Dctpp1;dctpp1
ENSDARG00000044501;viml;Vim;viml
ENSDARG00000043359;rmnd5b;Rmnd5b;rmnd5b
ENSDARG00000029581;tbc1d7;Tbc1d7;tbc1d7
ENSDARG00000033020;ppcdc;Ppcdc;ppcdc
ENSDARG00000041362;chmp7;Chmp7;chmp7
ENSDARG00000010732;xrcc4;Xrcc4;xrcc4
ENSDARG00000014532;aida;Aida;aida
ENSDARG00000044255;rbm18;Rbm18;rbm18
ENSDARG00000019752;rom1a;Rom1;rom1a
ENSDARG00000006773;elovl4a;Elovl4;elovl4a
ENSDARG00000038076;romo1;Romo1;romo1
ENSDARG00000014506;tmem126a;Tmem126a;tmem126a
ENSDARG00000023868;si:dkey-172h23.2;Akap13;ENSDARG00000023868
ENSDARG00000070675;fam3a;Fam3a;fam3a
ENSDARG00000008551;pole3;Pole3;pole3
ENSDARG00000010434;clu;Clu;clu
ENSDARG00000102822;pam16;Pam16;pam16
ENSDARG00000043511;prdx6;Prdx6;prdx6
ENSDARG00000010231;ppm1na;Ppm1n;ppm1na
ENSDARG00000037259;ndufb6;Ndufb6;ndufb6
ENSDARG00000058650;dpm3;Dpm3;dpm3
ENSDARG00000100514;cfap20;Cfap20;cfap20
ENSDARG00000045139;ca7;Car7;ca7
ENSDARG00000041811;rps25;Rps25;rps25
ENSDARG00000044102;znf593;Zfp593;znf593
ENSDARG00000052575;arl13a;Arl13a;arl13a
ENSDARG00000052304;uqcrc1;Uqcrc1;uqcrc1
ENSDARG00000078653;ralbp1;Ralbp1;ralbp1
ENSDARG00000101047;rtcb;Rtcb;rtcb
ENSDARG00000045200;dusp19b;Dusp19;dusp19b
ENSDARG00000102061;b3galt2;B3galt2;b3galt2
ENSDARG00000007916;xpnpep3;Xpnpep3;xpnpep3
ENSDARG00000099177;dok1b;Dok1;dok1b
ENSDARG00000003181;sult1st4;Sult1b1;sult1st4
ENSDARG00000016233;sdr16c5a;Sdr16c6;sdr16c5a
ENSDARG00000035603;dao.2;Dao;dao.2
ENSDARG00000039255;klhl21;Klhl21;klhl21
ENSDARG00000099774;cyb5b;Cyb5b;cyb5b
ENSDARG00000016200;trib3;Trib3;trib3
ENSDARG00000016059;rab5b;Rab5b;rab5b
ENSDARG00000014731;cacybp;Cacybp;cacybp
ENSDARG00000044039;stx11a;Stx11;stx11a
ENSDARG00000025754;ube2f;Ube2f;ube2f
ENSDARG00000043884;nup43;Nup43;nup43
ENSDARG00000026611;socs3b;Socs3;socs3b
ENSDARG00000098853;ehd1a;Ehd1;ehd1a
ENSDARG00000069432;plscr3b;Plscr3;plscr3b
ENSDARG00000098361;nudcd3;Nudcd3;nudcd3
ENSDARG00000037484;tmem192;Tmem192;tmem192
ENSDARG00000030957;yipf4;Yipf4;yipf4
ENSDARG00000026236;zgc:56585;Hpgd;zgc:56585
ENSDARG00000018944;hoga1;Hoga1;hoga1
ENSDARG00000033609;map1lc3a;Map1lc3a;map1lc3a
ENSDARG00000018178;pgm2;Pgm2;pgm2
ENSDARG00000093176;ppt2a.4;Ppt2;zgc:77118
ENSDARG00000002945;bgnb;Bgn;bgnb
ENSDARG00000034777;txn2;Txn2;txn2
ENSDARG00000097718;stard10;Stard10;stard10
ENSDARG00000026400;rad51d;Rad51d;rad51d
ENSDARG00000069478;slc13a3;Slc13a3;slc13a3
ENSDARG00000025421;tdrd3;Tdrd3;tdrd3
ENSDARG00000025593;plekhj1;Plekhj1;plekhj1
ENSDARG00000040942;pnp6;Pnp;pnp6
ENSDARG00000032780;pigf;Pigf;pigf
ENSDARG00000032932;cnksr1;Cnksr1;cnksr1
ENSDARG00000036911;scamp1;Scamp1;scamp1
ENSDARG00000099720;evlb;Evl;evlb
ENSDARG00000100264;thumpd1;Thumpd1;thumpd1
ENSDARG00000038467;igsf8;Igsf8;igsf8
ENSDARG00000102490;asb2b;Asb2;asb2b
ENSDARG00000098600;pithd1;Pithd1;pithd1
ENSDARG00000056920;tmem88a;Tmem88;tmem88a
ENSDARG00000099724;relt;Relt;relt
ENSDARG00000030335;zc3h10;Zc3h10;zc3h10
ENSDARG00000103783;cyyr1;Cyyr1;cyyr1
ENSDARG00000091756;insm1a;Insm1;insm1a
ENSDARG00000008278;rcor2;Rcor2;rcor2
ENSDARG00000020345;clasp2;Clasp2;clasp2
ENSDARG00000104448;lrr1;Lrr1;zgc:77287
ENSDARG00000014106;cfl2;Cfl2;cfl2
ENSDARG00000094973;wnt16;Wnt16;wnt16
ENSDARG00000070278;mettl14;Mettl14;mettl14
ENSDARG00000005989;rgl1;Rgl1;rgl1
ENSDARG00000008218;znf410;Zfp410;znf410
ENSDARG00000016163;usp33;Usp33;usp33
ENSDARG00000011125;snrpb;Snrpn;snrpb
ENSDARG00000018285;pdpk1b;Pdpk1;pdpk1b
ENSDARG00000004889;aga;Aga;aga
ENSDARG00000105123;zer1;Zer1;zer1
ENSDARG00000099880;sp6;Sp6;SP6
ENSDARG00000035648;irx4a;Irx4;irx4a
ENSDARG00000103651;map3k12;Map3k12;map3k12
ENSDARG00000055357;leo1;Leo1;leo1
ENSDARG00000006494;asb7;Asb7;asb7
ENSDARG00000098583;wbp1;Wbp1;wbp1
ENSDARG00000071116;eepd1;Eepd1;eepd1
ENSDARG00000046072;snx16;Snx16;snx16
ENSDARG00000056128;fastkd1;Fastkd1;fastkd1
ENSDARG00000101716;bace1;Bace1;BACE1
ENSDARG00000053890;tmem62;Tmem62;tmem62
ENSDARG00000100409;camlg;Caml;camlg
ENSDARG00000077368;slc30a6;Slc30a6;slc30a6
ENSDARG00000008097;srsf9;Srsf9;srsf9
ENSDARG00000009653;lhfpl2a;Lhfpl2;lhfpl2a
ENSDARG00000100055;tox2;Tox2;tox2
ENSDARG00000053518;adhfe1;Adhfe1;adhfe1
ENSDARG00000103670;cmc1;Cmc1;cmc1
ENSDARG00000031680;ercc1;Ercc1;ercc1
ENSDARG00000041397;eif2b2;Eif2b2;eif2b2
ENSDARG00000078014;pacsin2;Pacsin2;pacsin2
ENSDARG00000053194;pdzd11;Pdzd11;pdzd11
ENSDARG00000020521;exoc6;Exoc6;exoc6
ENSDARG00000003584;pla2g7;Pla2g7;pla2g7
ENSDARG00000009299;dusp8a;Dusp8;dusp8a
ENSDARG00000099771;gne;Gne;gne
ENSDARG00000001734;fkbp8;Fkbp8;fkbp8
ENSDARG00000011958;ctnnbl1;Ctnnbl1;ctnnbl1
ENSDARG00000104011;rps17;Rps17;rps17
ENSDARG00000037266;myoz2b;Myoz2;myoz2b
ENSDARG00000040881;hnrnph1;Hnrnph2;hnrnph1
ENSDARG00000005799;smim14;Smim14;smim14
ENSDARG00000009685;ppa2;Ppa2;ppa2
ENSDARG00000026895;tor1l3;Tor1b;tor1l3
ENSDARG00000004724;tcea3;Tcea3;tcea3
ENSDARG00000011961;csrp2;Csrp2;csrp2
ENSDARG00000018593;parp16;Parp16;parp16
ENSDARG00000035719;arl5c;Arl5c;arl5c
ENSDARG00000068629;cd151l;Cd151;cd151l
ENSDARG00000040401;slc25a20;Slc25a20;slc25a20
ENSDARG00000100376;amdhd2;Amdhd2;amdhd2
ENSDARG00000056209;myoz1a;Myoz1;myoz1a
ENSDARG00000036076;heatr3;Heatr3;heatr3
ENSDARG00000002353;tagapa;Tagap;tagapa
ENSDARG00000011376;dnase1l4.2;Dnase1l1;dnase1l4.2
ENSDARG00000092154;tex264a;Tex264;tex264a
ENSDARG00000033789;ndufb7;Ndufb7;ndufb7
ENSDARG00000029230;pnp4b;Pnp;pnp4b
ENSDARG00000042833;rffl;Rffl;rffl
ENSDARG00000024047;tmem38a;Tmem38a;tmem38a
ENSDARG00000046071;ark2n;Ark2n;zgc:77838
ENSDARG00000029290;stx11b.1;Stx11;stx11b.1
ENSDARG00000035601;dao.3;Dao;dao.3
ENSDARG00000032098;c8g;C8g;c8g
ENSDARG00000013837;spo11;Spo11;spo11
ENSDARG00000030839;tescb;Tesc;tescb
ENSDARG00000056239;tmem45b;Tmem45b;tmem45b
ENSDARG00000020475;znrf1;Znrf1;znrf1
ENSDARG00000033832;ampd1;Ampd1;ampd1
ENSDARG00000098746;dhrs13l1;Dhrs13;dhrs13l1
ENSDARG00000059150;tmem107;Tmem107;tmem107
ENSDARG00000030463;tppp3;Tppp3;tppp3
ENSDARG00000045802;hapln3;Hapln3;hapln3
ENSDARG00000027070;acbd4;Acbd4;acbd4
ENSDARG00000026771;tmem41ab;Tmem41a;tmem41ab
ENSDARG00000045257;decr2;Decr2;decr2
ENSDARG00000058893;nhej1;Nhej1;nhej1
ENSDARG00000070477;dnajc2;Dnajc2;dnajc2
ENSDARG00000089976;spcs3;Arxes2;spcs3
ENSDARG00000033179;tmem243b;Tmem243;tmem243b
ENSDARG00000005713;ethe1;Ethe1;ethe1
ENSDARG00000101655;sstr5;Sstr5;sstr5
ENSDARG00000103759;fahd2a;Fahd2a;fahd2a
ENSDARG00000103834;rbm14b;Rbm14;rbm14b
ENSDARG00000033987;rsrc1;Rsrc1;rsrc1
ENSDARG00000036721;tomm40l;Tomm40;tomm40l
ENSDARG00000098228;thrap3b;Thrap3;thrap3b
ENSDARG00000029600;wdr32;Dcaf10;wdr32
ENSDARG00000021869;rcan2;Rcan2;rcan2
ENSDARG00000071426;lrrc59;Lrrc59;lrrc59
ENSDARG00000097583;arfgap3;Arfgap3;arfgap3
ENSDARG00000059305;tmem37;Tmem37;tmem37
ENSDARG00000100919;slc5a2;Slc5a2;slc5a2
ENSDARG00000007603;stxbp2;Stxbp2;stxbp2
ENSDARG00000006029;lta4h;Lta4h;lta4h
ENSDARG00000028848;lsm12a;Lsm12;lsm12a
ENSDARG00000038910;pccb;Pccb;pccb
ENSDARG00000038667;fggy;Fggy;fggy
ENSDARG00000051916;cdk7;Cdk7;cdk7
ENSDARG00000039667;mrpl38;Mrpl38;mrpl38
ENSDARG00000105208;tm6sf2a;Tm6sf1;ENSDARG00000105208
ENSDARG00000016725;gadd45gb.1;Gadd45g;gadd45gb.1
ENSDARG00000102274;aaas;Aaas;aaas
ENSDARG00000099374;sp9;Sp9;sp9
ENSDARG00000005284;fbxl15;Fbxl15;fbxl15
ENSDARG00000074671;nptx1l;Nptx1;nptx1l
ENSDARG00000038000;crls1;Crls1;crls1
ENSDARG00000022648;otud3;Otud3;otud3
ENSDARG00000045019;aamp;Aamp;aamp
ENSDARG00000103220;slc10a3;Slc10a3;slc10a3
ENSDARG00000018459;msrb2;Msrb2;msrb2
ENSDARG00000058367;abhd14a;Abhd14a;abhd14a
ENSDARG00000032405;ckap4;Ckap4;zgc:85975
ENSDARG00000005218;wrnip1;Wrnip1;wrnip1
ENSDARG00000008155;sms;Sms;sms
ENSDARG00000030349;cryba2a;Cryba2;cryba2a
ENSDARG00000053619;sra1;Sra1;sra1
ENSDARG00000075395;dguok;Dguok;dguok
ENSDARG00000045696;mrpl23;Mrpl23;mrpl23
ENSDARG00000098813;stx12;Stx12;stx12
ENSDARG00000075297;trnt1;Trnt1;trnt1
ENSDARG00000044753;idh3b;Idh3b;idh3b
ENSDARG00000002571;tmod2;Tmod2;tmod2
ENSDARG00000008480;trmt61a;Trmt61a;trmt61a
ENSDARG00000091402;eif2b1;Eif2b1;eif2b1
ENSDARG00000036329;ndufa1;Ndufa1;ndufa1
ENSDARG00000038010;rac2;Rac2;rac2
ENSDARG00000100588;rpl36;Rpl36;rpl36
ENSDARG00000057911;actc2;Actc1;ACTC1
ENSDARG00000070161;vamp3;Vamp3;vamp3
ENSDARG00000102963;sirt6;Sirt6;sirt6
ENSDARG00000054540;imp4;Imp4;imp4
ENSDARG00000043509;rpl11;Rpl11;rpl11
ENSDARG00000037892;psmc3ip;Psmc3ip;psmc3ip
ENSDARG00000077253;alkbh6;Alkbh6;alkbh6
ENSDARG00000019877;rbks;Rbks;rbks
ENSDARG00000057882;arpc3;Arpc3;arpc3
ENSDARG00000017728;phb2b;Phb2;phb2b
ENSDARG00000003526;psma5;Psma5;psma5
ENSDARG00000041226;cdc40;Cdc40;cdc40
ENSDARG00000057575;pnp4a;Pnp;pnp4a
ENSDARG00000101534;rab3db;Rab3d;rab3db
ENSDARG00000069116;timm10;Timm10;timm10
ENSDARG00000041974;brk1;Brk1;brk1
ENSDARG00000054433;yipf6;Yipf6;yipf6
ENSDARG00000045836;mapk11;Mapk11;mapk11
ENSDARG00000058219;tubd1;Tubd1;tubd1
ENSDARG00000041802;rnf141;Rnf141;rnf141
ENSDARG00000054442;cbx1b;Cbx1;cbx1b
ENSDARG00000029497;tfcp2l1;Tfcp2l1;tfcp2l1
ENSDARG00000069184;ubtd2;Ubtd2;ubtd2
ENSDARG00000020158;spag6;Spag6l;spag6
ENSDARG00000015997;mfsd5;Mfsd5;mfsd5
ENSDARG00000044612;c1qb;C1qb;c1qb
ENSDARG00000021589;tmem60;Tmem60;tmem60
ENSDARG00000037883;prcp;Prcp;prcp
ENSDARG00000056704;ramp1;Ramp1;ENSDARG00000056704
ENSDARG00000011926;tpgs2;Tpgs2;tpgs2
ENSDARG00000057169;abca4a;Abca4;abca4a
ENSDARG00000058306;prpf18;Prpf18;prpf18
ENSDARG00000009094;gata2b;Gata2;gata2b
ENSDARG00000099222;prpsap1;Prpsap1;prpsap1
ENSDARG00000036878;sh3bgrl2;Sh3bgrl2;sh3bgrl2
ENSDARG00000024112;gmppaa;Gmppa;gmppaa
ENSDARG00000016809;prkacab;Prkaca;prkacab
ENSDARG00000068883;tspan13a;Tspan13;tspan13a
ENSDARG00000051934;kxd1;Kxd1;kxd1
ENSDARG00000008811;cmtm3;Cmtm3;cmtm3
ENSDARG00000099677;bambib;Bambi;bambib
ENSDARG00000036846;anks4b;Anks4b;anks4b
ENSDARG00000029239;syt9b;Syt9;syt9b
ENSDARG00000045302;smpx;Smpx;smpx
ENSDARG00000032496;pon1;Pon1;pon1
ENSDARG00000046098;ebp;Ebp;ebp
ENSDARG00000003841;usb1;Usb1;usb1
ENSDARG00000054224;ipo11;Ipo11;ipo11
ENSDARG00000042336;impdh1a;Impdh1;impdh1a
ENSDARG00000076225;tha1;Tha1;tha1
ENSDARG00000034174;mrrf;Mrrf;mrrf
ENSDARG00000058728;nudt2;Nudt2;nudt2
ENSDARG00000040732;elavl2;Elavl2;elavl2
ENSDARG00000038978;dnajb4;Dnajb4;dnajb4
ENSDARG00000040643;ccr10;Ccr10;ccr10
ENSDARG00000030733;b3gat2;B3gat2;b3gat2
ENSDARG00000040712;adprh;Adprh;adprh
ENSDARG00000036136;tipin;Tipin;tipin
ENSDARG00000001950;ak1;Ak1;ak1
ENSDARG00000102890;clrn1;Clrn1;clrn1
ENSDARG00000078671;cdk5r2b;Cdk5r2;cdk5r2b
ENSDARG00000071414;cybc1;Cybc1;zgc:91940
ENSDARG00000091771;lysmd2;Lysmd2;lysmd2
ENSDARG00000087573;hdac11;Hdac11;hdac11
ENSDARG00000098883;stac3;Stac3;stac3
ENSDARG00000075325;mrpl16;Mrpl16;mrpl16
ENSDARG00000075963;mhc1uba;Mr1;mhc1uba
ENSDARG00000045095;elac1;Elac1;elac1
ENSDARG00000059365;nipal4;Nipal4;nipal4
ENSDARG00000052895;htra3a;Htra3;htra3a
ENSDARG00000031954;rbck1;Rbck1;rbck1
ENSDARG00000018918;rad17;Rad17;rad17
ENSDARG00000042571;rnaseh1;Rnaseh1;rnaseh1
ENSDARG00000104643;tuba7l;Tuba3b;tuba7l
ENSDARG00000042962;dgcr2;Dgcr2;dgcr2
ENSDARG00000031048;gspt1;Gspt1;gspt1
ENSDARG00000014474;yipf1;Yipf1;yipf1
ENSDARG00000038737;phf20b;Phf20;phf20b
ENSDARG00000024789;mxc;Mx2;mxc
ENSDARG00000026198;enoph1;Enoph1;enoph1
ENSDARG00000036773;s100s;S100a6;s100s
ENSDARG00000009494;xrcc1;Xrcc1;xrcc1
ENSDARG00000002255;epb41l3a;Epb41l3;epb41l3a
ENSDARG00000089156;egr3;Egr3;egr3
ENSDARG00000102123;phtf2;Phtf2;phtf2
ENSDARG00000020187;gca;Gca;ENSDARG00000020187
ENSDARG00000006567;dus4l;Dus4l;dus4l
ENSDARG00000036028;arrdc3b;Arrdc3;arrdc3b
ENSDARG00000019613;ip6k2b;Ip6k2;ip6k2b
ENSDARG00000023495;ift74;Ift74;ift74
ENSDARG00000101877;rbm34;Rbm34;rbm34
ENSDARG00000021048;clptm1l;Clptm1l;clptm1l
ENSDARG00000069048;serpinf1;Serpinf1;serpinf1
ENSDARG00000100850;rnf103;Rnf103;rnf103
ENSDARG00000098645;rgn;Rgn;rgn
ENSDARG00000019932;slc5a11;Slc5a11;slc5a11
ENSDARG00000075931;acsl5;Acsl5;acsl5
ENSDARG00000006838;eef1a2;Eef1a2;eef1a2
ENSDARG00000038567;tsr3;Tsr3;tsr3
ENSDARG00000103144;ppp1r21;Ppp1r21;ppp1r21
ENSDARG00000021250;slc25a48;Slc25a48;slc25a48
ENSDARG00000051857;tes;Tesl1;tes
ENSDARG00000054362;ccdc47;Ccdc47;ccdc47
ENSDARG00000028804;ankrd9;Ankrd9;ankrd9
ENSDARG00000038248;ggact.2;Ggact;ggact.2
ENSDARG00000104188;fam83fb;Fam83f;fam83fb
ENSDARG00000067916;lyn;Lyn;tgs1
ENSDARG00000040254;hormad1;Hormad2;hormad1
ENSDARG00000020107;usp2a;Usp2;usp2a
ENSDARG00000009443;amy2al2;Amy1;zgc:92137
ENSDARG00000043684;bpnt1;Bpnt1;bpnt1
ENSDARG00000037633;leng1;Leng1;leng1
ENSDARG00000012563;pdss2;Pdss2;pdss2
ENSDARG00000055295;cyb561d1;Cyb561d1;cyb561d1
ENSDARG00000099344;pla2g10;Pla2g10;ENSDARG00000099344
ENSDARG00000009524;rnf150b;Rnf150;rnf150b
ENSDARG00000089354;tspan4a;Tspan4;tspan4a
ENSDARG00000040338;hvcn1;Hvcn1;hvcn1
ENSDARG00000103145;cdk2ap2;Cdk2ap2;cdk2ap2
ENSDARG00000036376;cldn7a;Cldn7;cldn7a
ENSDARG00000018627;arl5a;Arl5a;arl5a
ENSDARG00000016345;ncoa5;Ncoa5;ncoa5
ENSDARG00000102020;pnpla3;Pnpla3;pnpla3
ENSDARG00000036764;hax1;Hax1;hax1
ENSDARG00000028082;mapkapk5;Mapkapk5;mapkapk5
ENSDARG00000035515;tm2d2;Tm2d2;tm2d2
ENSDARG00000038789;tmem53;Tmem53;tmem53
ENSDARG00000027851;ccdc191;Ccdc191;ccdc191
ENSDARG00000026902;cryzl1;Cryzl1;cryzl1
ENSDARG00000044183;prkab1a;Prkab1;prkab1a
ENSDARG00000055770;dffa;Dffa;dffa
ENSDARG00000070826;bpgm;Bpgm;bpgm
ENSDARG00000043938;lrrc57;Lrrc57;lrrc57
ENSDARG00000037865;cln3;Cln3;cln3
ENSDARG00000007975;fth1b;Fthl17e;fth1b
ENSDARG00000098141;supt3h;Supt3;supt3h
ENSDARG00000020031;cldn11a;Cldn11;cldn11a
ENSDARG00000076563;rarres3l;Plaat5;zgc:92249
ENSDARG00000006196;sav1;Sav1;sav1
ENSDARG00000104508;slc10a7;Slc10a7;slc10a7
ENSDARG00000056407;irf8;Irf8;irf8
ENSDARG00000000666;creg2;Creg2;creg2
ENSDARG00000094191;nup37;Nup37;nup37
ENSDARG00000044387;cldn2;Cldn2;cldn2
ENSDARG00000029045;peli2;Peli2;peli2
ENSDARG00000099380;rpl13;Rpl13;rpl13
ENSDARG00000038222;tyw3;Tyw3;tyw3
ENSDARG00000018984;eya2;Eya2;eya2
ENSDARG00000017055;zmynd12;Zmynd12;zymnd12
ENSDARG00000031511;psmb2;Psmb2;psmb2
ENSDARG00000006545;rgp1;Rgp1;rgp1
ENSDARG00000012453;rnls;Rnls;rnls
ENSDARG00000040161;lemd1;Lemd1;zgc:92287
ENSDARG00000039684;sirt5;Sirt5;sirt5
ENSDARG00000041155;morf4l1;Morf4l1;morf4l1
ENSDARG00000007247;ric8a;Ric8a;ric8a
ENSDARG00000026941;fbxl4;Fbxl4;fbxl4
ENSDARG00000019484;zdhhc7;Zdhhc7;zdhhc7
ENSDARG00000093003;acy3.1;Acy3;acy3.1
ENSDARG00000058740;ube2r2;Ube2r2;ube2r2
ENSDARG00000059354;glmp;Glmp;glmp
ENSDARG00000006811;sult1st6;Sult1d1;sult1st6
ENSDARG00000055899;lzic;Lzic;lzic
ENSDARG00000012138;sgce;Sgce;sgce
ENSDARG00000027200;gabarapl2;Gabarapl2;gabarapl2
ENSDARG00000040300;gtpbp10;Gtpbp10;gtpbp10
ENSDARG00000041602;mmadhca;Mmadhc;ENSDARG00000041602
ENSDARG00000042747;coasy;Coasy;coasy
ENSDARG00000071445;myoz1b;Myoz1;myoz1b
ENSDARG00000029609;macrod1;Macrod1;macrod1
ENSDARG00000055751;fosb;Fosb;fosb
ENSDARG00000036924;tatdn1;Tatdn1;tatdn1
ENSDARG00000022000;traf3;Traf3;traf3
ENSDARG00000014805;fhl5;Fhl5;fhl5
ENSDARG00000032206;cthl;Cth;cthl
ENSDARG00000036995;lsm6;Lsm6;lsm6
ENSDARG00000004687;acaa1;Acaa1a;acaa1
ENSDARG00000038309;dnajc15;Dnajc15;dnajc15
ENSDARG00000054250;crbn;Crbn;crbn
ENSDARG00000057714;cmah;Cmah;cmah
ENSDARG00000022437;cd81b;Cd81;cd81b
ENSDARG00000020427;nceh1a;Nceh1;nceh1a
ENSDARG00000029215;ube2z;Ube2z;ube2z
ENSDARG00000021853;ntpcr;Ntpcr;ntpcr
ENSDARG00000042018;fhl2a;Fhl2;fhl2a
ENSDARG00000041729;sntb1;Sntb1;sntb1
ENSDARG00000012539;dnase1;Dnase1;dnase1
ENSDARG00000035618;coq5;Coq5;coq5
ENSDARG00000038731;slc25a36a;Slc25a36;slc25a36a
ENSDARG00000025824;dmtf1;Dmtf1l;dmtf1
ENSDARG00000105185;snx7;Snx7;snx7
ENSDARG00000039516;c8a;C8a;c8a
ENSDARG00000008568;slc25a24;Slc25a54;slc25a24
ENSDARG00000011661;twf1b;Twf1;twf1b
ENSDARG00000040747;tm4sf4;Tm4sf4;tm4sf4
ENSDARG00000028971;cpsf2;Cpsf2;cpsf2
ENSDARG00000057630;galm;Galm;galm
ENSDARG00000004587;kat5a;Kat5;kat5a
ENSDARG00000043168;cela1.5;Cela1;CELA1
ENSDARG00000023214;mob2a;Mob2;mob2a
ENSDARG00000032639;cd36;Cd36;cd36
ENSDARG00000016918;ace2;Ace2;ace2
ENSDARG00000033647;smarcb1a;Smarcb1;smarcb1a
ENSDARG00000016343;mettl21e;Mettl21e;zgc:92518
ENSDARG00000015856;slc25a40;Slc25a40;slc25a40
ENSDARG00000098344;rab18b;Rab18;rab18b
ENSDARG00000010146;cpa2;Cpa2;cpa2
ENSDARG00000021595;lhfpl3;Lhfpl3;lhfpl3
ENSDARG00000031796;ache;Ache;ache
ENSDARG00000102026;gpsm2l;Gpsm2;gpsm2l
ENSDARG00000020820;srp68;Srp68;srp68
ENSDARG00000037871;wipi2;Wipi2;wipi2
ENSDARG00000099997;cox20;Cox20;cox20
ENSDARG00000003144;pxmp2;Pxmp2;pxmp2
ENSDARG00000040822;fundc1;Fundc1;fundc1
ENSDARG00000035420;ophn1;Ophn1;ophn1
ENSDARG00000074892;pde6d;Pde6d;pde6d
ENSDARG00000035625;snrnp27;Snrnp27;snrnp27
ENSDARG00000104049;crebl2;Crebl2;crebl2
ENSDARG00000056307;znf706;Zfp706;znf706
ENSDARG00000004141;dhrs11b.2;Dhrs11;zgc:92630
ENSDARG00000044861;opn1lw2;Opn1mw;opn1lw2
ENSDARG00000054821;nubpl;Nubpl;nubpl
ENSDARG00000015015;tspan18b;Tspan18;tspan18b
ENSDARG00000004427;dpy30;Dpy30;dpy30
ENSDARG00000034916;hat1;Hat1;hat1
ENSDARG00000031293;dnajc9;Dnajc9;dnajc9
ENSDARG00000053380;fam189a1;Entrep2;fam189a1
ENSDARG00000038859;rgs20;Rgs20;rgs20
ENSDARG00000076334;mrpl43;Mrpl43;mrpl43
ENSDARG00000092792;rprm3;Rprm;zgc:92658
ENSDARG00000016594;haus4;Haus4;haus4
ENSDARG00000026907;slc48a1a;Slc48a1;slc48a1a
ENSDARG00000090183;gapvd1;Gapvd1;gapvd1
ENSDARG00000039719;mrps26;Mrps26;mrps26
ENSDARG00000045420;epdr1;Epdr1;epdr1
ENSDARG00000055433;vps26bl;Vps26b;vps26bl
ENSDARG00000003642;zfyve19;Zfyve19;zfyve19
ENSDARG00000045930;rbpms2a;Rbpms2;rbpms2a
ENSDARG00000057460;crygm2d13;Crygc;crygm2d13
ENSDARG00000025340;tusc2b;Tusc2;tusc2b
ENSDARG00000019222;mrpl24;Mrpl24;mrpl24
ENSDARG00000037921;gng13b;Gng13;gng13b
ENSDARG00000068507;crybb1;Crybb1;crybb1
ENSDARG00000093448;mpc1;Mpc1;mpc1
ENSDARG00000038693;gng7;Gng7;gng7
ENSDARG00000020814;faimb;Faim;faimb
ENSDARG00000017385;b9d2;B9d2;b9d2
ENSDARG00000013966;psma6b;Psma6;psma6b
ENSDARG00000030411;crygn2;Crygn;crygn2
ENSDARG00000017740;sec63;Sec63;sec63
ENSDARG00000053875;cryba1b;Cryba1;cryba1b
ENSDARG00000005828;faima;Faim;faima
ENSDARG00000069826;crygm2d15;Cryge;crygm2d15
ENSDARG00000101560;psma1;Psma1;psma1
ENSDARG00000039325;pmepa1;Pmepa1;pmepa1
ENSDARG00000046106;rab10;Rab10;rab10
ENSDARG00000038348;pigh;Pigh;pigh
ENSDARG00000043932;stmn4l;Stmn4;stmn4l
ENSDARG00000070045;celf4;Celf4;celf4
ENSDARG00000056510;gstk1;Gstk1;gstk1
ENSDARG00000035181;slc25a46;Slc25a46;slc25a46
ENSDARG00000013075;mrpl11;Mrpl11;mrpl11
ENSDARG00000090086;rab11bb;Rab11b;rab11bb
ENSDARG00000104221;sat2b;Sat2;sat2b
ENSDARG00000037835;polr3k;Polr3k;polr3k
ENSDARG00000098780;nsmce1;Nsmce1;nsmce1
ENSDARG00000056638;pir;Pir;pir
ENSDARG00000037855;taf11;Taf11;taf11
ENSDARG00000022652;psmf1;Psmf1;psmf1
ENSDARG00000036625;polr2f;Polr2f;polr2f
